timestamp,price,Repeated Hour Flag,source_file,source_sheet
2023-01-06 14:00:00,14.64,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-06 15:00:00,15.58,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-06 16:00:00,20.23,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-06 17:00:00,44.97,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-06 18:00:00,32.24,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-06 19:00:00,20.5,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-06 20:00:00,19.11,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-06 21:00:00,19.52,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-06 22:00:00,18.33,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-06 23:00:00,17.84,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 00:00:00,24.24,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 01:00:00,20.91,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 02:00:00,19.66,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 03:00:00,19.07,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 04:00:00,18.24,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 05:00:00,18.43,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 06:00:00,21.46,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 07:00:00,25.15,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 08:00:00,21.72,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 09:00:00,20.09,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 10:00:00,21.93,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 11:00:00,23.53,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 12:00:00,24.2,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 13:00:00,24.78,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 14:00:00,23.04,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 15:00:00,24.78,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 16:00:00,25.25,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 17:00:00,54.14,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 18:00:00,41.08,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 19:00:00,31.84,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 20:00:00,29.44,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 21:00:00,28.34,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 22:00:00,26.5,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-07 23:00:00,25.58,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 00:00:00,28.4,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 01:00:00,25.57,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 02:00:00,24.31,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 03:00:00,24.69,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 04:00:00,25.05,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 05:00:00,26.33,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 06:00:00,27.2,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 07:00:00,30.08,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 08:00:00,27.92,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 09:00:00,23.72,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 10:00:00,22.25,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 11:00:00,21.93,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 12:00:00,20.99,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 13:00:00,20.53,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 14:00:00,20.07,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 15:00:00,19.39,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 16:00:00,20.81,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
