STATION,NAME,DATE,TMAX,TMIN
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-30,89.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-31,90.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-01,93.0,72.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-02,93.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-03,90.0,74.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-04,92.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-05,94.0,76.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-06,95.0,80.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-07,97.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-08,98.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-09,94.0,72.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-10,93.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-11,83.0,74.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-12,81.0,71.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-13,92.0,73.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-14,93.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-15,94.0,73.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-16,92.0,74.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-17,95.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-18,95.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-19,95.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-20,96.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-21,96.0,81.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-22,94.0,78.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-23,94.0,78.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-24,96.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-25,89.0,76.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-26,95.0,76.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-27,94.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-28,95.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-29,93.0,76.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-30,94.0,74.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-01,97.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-02,96.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-03,94.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-04,91.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-05,94.0,78.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-06,96.0,76.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-07,95.0,78.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-08,91.0,73.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-09,91.0,73.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-10,95.0,78.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-11,93.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-12,95.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-13,95.0,76.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-14,92.0,74.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-15,95.0,76.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-16,97.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-17,92.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-18,94.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-19,96.0,78.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-20,97.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-21,98.0,80.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-22,100.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-23,99.0,76.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-24,99.0,80.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-25,92.0,78.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-26,92.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-27,95.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-28,98.0,78.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-29,99.0,80.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-30,101.0,80.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-31,95.0,83.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-01,97.0,82.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-02,92.0,78.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-03,98.0,78.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-04,91.0,76.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-05,96.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-06,100.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-07,100.0,78.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-08,100.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-09,98.0,78.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-10,94.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-11,97.0,78.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-12,97.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-13,99.0,78.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-14,99.0,80.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-15,95.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-16,95.0,78.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-17,101.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-18,101.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-19,95.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-20,101.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-21,96.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-22,89.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-23,95.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-24,99.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-25,97.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-26,97.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-27,93.0,77.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-28,96.0,76.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-29,97.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-30,95.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-31,85.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-01,90.0,74.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-02,93.0,73.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-03,97.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-04,98.0,72.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-05,96.0,79.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-06,92.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-07,80.0,70.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-08,87.0,69.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-09,89.0,64.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-10,93.0,64.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-11,94.0,73.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-12,93.0,73.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-13,93.0,70.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-14,95.0,71.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-15,93.0,73.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-16,94.0,71.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-17,95.0,72.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-18,93.0,72.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-19,94.0,71.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-20,92.0,71.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-21,92.0,72.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-22,93.0,74.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-23,93.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-24,95.0,75.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-25,91.0,73.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-26,90.0,68.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-27,89.0,64.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-28,90.0,63.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-29,92.0,64.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-30,94.0,70.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-01,95.0,68.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-02,94.0,71.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-03,91.0,71.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-04,90.0,66.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-05,92.0,68.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-06,93.0,70.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-07,95.0,72.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-08,94.0,73.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-09,91.0,72.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-10,92.0,67.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-11,89.0,61.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-12,88.0,63.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-13,88.0,62.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-14,90.0,62.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-15,89.0,62.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-16,89.0,63.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-17,90.0,69.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-18,94.0,72.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-19,90.0,62.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-20,89.0,55.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-21,94.0,70.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-22,85.0,62.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-23,88.0,61.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-24,87.0,66.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-25,80.0,62.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-26,82.0,62.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-27,86.0,61.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-28,89.0,62.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-29,69.0,54.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-30,71.0,49.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-10-31,73.0,47.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-01,76.0,50.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-02,74.0,50.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-03,76.0,49.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-04,78.0,47.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-05,83.0,54.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-06,82.0,59.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-07,86.0,62.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-08,85.0,66.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-09,73.0,53.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-10,61.0,40.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-11,73.0,37.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-12,83.0,53.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-13,83.0,57.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-14,84.0,58.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-15,84.0,57.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-16,86.0,61.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-17,84.0,69.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-18,84.0,66.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-19,85.0,66.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-20,86.0,68.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-21,88.0,68.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-22,79.0,62.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-23,75.0,56.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-24,83.0,66.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-25,83.0,62.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-26,70.0,51.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-27,65.0,48.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-28,67.0,43.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-29,76.0,59.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-11-30,68.0,47.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-01,47.0,43.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-02,55.0,37.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-03,55.0,40.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-04,54.0,45.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-05,51.0,43.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-06,69.0,46.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-07,74.0,53.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-08,60.0,42.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-09,66.0,38.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-10,74.0,44.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-11,69.0,42.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-12,79.0,50.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-13,80.0,58.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-14,69.0,39.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-15,54.0,31.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-16,62.0,37.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-17,64.0,58.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-18,78.0,56.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-19,68.0,41.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-20,81.0,47.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-21,83.0,66.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-22,82.0,65.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-23,81.0,66.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-24,79.0,67.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-25,81.0,66.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-26,83.0,70.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-27,83.0,68.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-28,84.0,63.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-29,63.0,43.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-30,56.0,35.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-12-31,67.0,32.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-01,74.0,38.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-02,84.0,65.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-03,76.0,54.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-04,68.0,45.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-05,79.0,45.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-06,82.0,65.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-07,81.0,66.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-08,80.0,70.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-09,81.0,65.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-10,66.0,46.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-11,66.0,39.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-12,61.0,41.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-13,56.0,43.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-14,68.0,48.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-15,60.0,40.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-16,76.0,40.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-17,58.0,40.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-18,57.0,32.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-19,68.0,32.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-20,67.0,41.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-21,67.0,58.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-22,63.0,60.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-23,64.0,60.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-24,62.0,35.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-25,35.0,24.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-26,39.0,24.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-27,50.0,23.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-28,60.0,30.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-29,69.0,32.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-30,54.0,39.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-01-31,48.0,30.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-01,53.0,26.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-02,73.0,34.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-03,73.0,60.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-04,65.0,47.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-05,66.0,38.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-06,80.0,50.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-07,77.0,45.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-08,77.0,47.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-09,80.0,53.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-10,78.0,62.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-11,78.0,57.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-12,80.0,53.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-13,79.0,62.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-14,76.0,59.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-15,70.0,53.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-16,72.0,48.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-17,79.0,50.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-18,80.0,63.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-19,82.0,70.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-20,82.0,69.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-21,80.0,56.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-22,65.0,45.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-23,65.0,40.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-24,71.0,35.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-25,80.0,61.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-26,83.0,66.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-27,86.0,57.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-02-28,82.0,53.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-01,80.0,57.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-02,83.0,59.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-03,85.0,69.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-04,83.0,67.0
